covariate_mode,data_config_path,data_covariate_mode,data_effective_options_aggr,data_effective_options_date_col,data_source,data_source_mtime_ns,data_source_size,dataset,horizon,inference_batch_size,inference_device,inference_model_load_seconds,inference_seconds,inference_seconds_per_series_window,inference_seconds_per_user,instance_normalize,lags,lookback_period,mase_seasonality,metrics_mae,metrics_mase,metrics_mse,metrics_nmae,metrics_nmse,metrics_sample_std_mae,metrics_sample_std_mase,metrics_sample_std_mse,metrics_sample_std_nmae,metrics_sample_std_nmse,metrics_user_mean_mae,metrics_user_mean_mase,metrics_user_mean_mse,metrics_user_mean_nmae,metrics_user_mean_nmse,metrics_user_std_mae,metrics_user_std_mase,metrics_user_std_mse,metrics_user_std_nmae,metrics_user_std_nmse,metrics_w10_mae,metrics_w10_mase,metrics_w10_mse,metrics_w10_nmae,metrics_w10_nmse,model,query_dates,remove_constant,removed_constant_windows,run_dir,seed,series_windows,stride,users,summary_path,run_path,run_label,manifest_id,identity_signature
none,/fssmall/home/h61084/codes/datasets/electricity/config.json,none,,date,/fssmall/home/h61084/codes/datasets/electricity/electricity.csv,1787699097000000000,95581762,electricity,48,64,cuda,11.571308857761323,6.076081462204456,0.0003818552955131006,0.01947462007116813,False,336,,1,153.96335394270685,0.7377397527728818,1835071.7866060429,0.23367784159496105,0.17569796401377236,949.8837602408937,0.7194956168812358,41482498.04794479,0.2112059730098367,1.3151885902203928,153.96335394270685,0.7377397527728817,1835071.7866060429,0.23367784159496105,0.17569796401377233,828.953739521446,0.313224791361895,28690646.797531627,0.10183373943145965,0.2808851472690683,1055.7030521514369,1.440771376587423,17796102.03628989,0.45377356799401564,0.7784207004427688,chronos2,51,False,0,/fssmall/home/h61084/codes/tsfm/outputs_selena/foundation_models/electricity/336_48/chronos2/none/raw/keep/run_0,1,15912,512,312,/fslarge/scratch/users/h61084/codes/tsfm/outputs_selena/foundation_models/electricity/336_48/chronos2/none/raw/keep/run_0/summary.json,electricity/336_48/chronos2/none/raw/keep/run_0,chronos2,270f2222-9eee-4e1b-8f17-7f830ccf7968,503500509e12a8cafb29126319a8815e4115a493d7ff2511b7018c14fa1f984f
none,/fssmall/home/h61084/codes/datasets/electricity/config.json,none,,date,/fssmall/home/h61084/codes/datasets/electricity/electricity.csv,1787699097000000000,95581762,electricity,48,128,cuda,6.536204925738275,3.5132565209642053,0.00022079289347437186,0.011260437567192966,False,336,,1,155.42129861152355,0.7381837865835933,1928474.0201807718,0.23404005327652494,0.17499891708633594,978.5137226324576,0.7133090716512177,46152375.95003238,0.2111932329913361,1.372926564618441,155.42129861152358,0.7381837865835933,1928474.0201807718,0.2340400532765249,0.17499891708633597,846.5114668772106,0.3115507175043856,30259870.642901808,0.10259041617608272,0.288549640490784,1069.8180909951527,1.4423080251743907,18708101.238401227,0.4573009933297084,0.7871767656871074,chronos_bolt,51,False,0,/fssmall/home/h61084/codes/tsfm/outputs_selena/foundation_models/electricity/336_48/chronos_bolt/none/raw/keep/run_0,1,15912,512,312,/fslarge/scratch/users/h61084/codes/tsfm/outputs_selena/foundation_models/electricity/336_48/chronos_bolt/none/raw/keep/run_0/summary.json,electricity/336_48/chronos_bolt/none/raw/keep/run_0,chronos_bolt,bf9dac67-a191-4c7b-9ee5-2a6cdfe7ca62,5718ad59e05367dd799ea542fafb9a27cf4803a85b15ecb2b6c82f31f9af5709
none,/fssmall/home/h61084/codes/datasets/electricity/config.json,none,,date,/fssmall/home/h61084/codes/datasets/electricity/electricity.csv,1787699097000000000,95581762,electricity,48,32,cuda,27.251579304225743,405.21894959546626,0.025466248717663793,1.2987786846008533,False,336,,1,149.1903075663483,0.7376424474777401,1988225.4367973497,0.2328456752981523,0.18676328025751995,941.64745013545,0.8151868248996411,50166879.363928005,0.2222175661847131,1.3888954281107937,149.19030756634834,0.7376424474777401,1988225.4367973495,0.23284567529815228,0.18676328025751995,791.7146691818494,0.376049201285399,31291137.805186618,0.10803443791079051,0.30539677606939936,1017.4586738505785,1.5377834082569417,19287669.431896936,0.4723396938470793,0.8669884015003284,chronos_t5,51,False,0,/fslarge/scratch/users/h61084/codes/tsfm/outputs_selena/foundation_models/electricity/336_48/chronos_t5/none/raw/keep/run_0,1,15912,512,312,/fslarge/scratch/users/h61084/codes/tsfm/outputs_selena/foundation_models/electricity/336_48/chronos_t5/none/raw/keep/run_0/summary.json,electricity/336_48/chronos_t5/none/raw/keep/run_0,chronos_t5,6e4b4fd7-d83d-48bc-86ff-570da75743e9,78230cc6721285885d69368dc6fc35a76913c1b6035e0669c097cc29d6726cc4
none,/fssmall/home/h61084/codes/datasets/electricity/config.json,none,,date,/fssmall/home/h61084/codes/datasets/electricity/electricity.csv,1787699097000000000,95581762,electricity,48,32,cuda,1.0288990484550595,29.69918560422957,0.0018664646558716421,0.09518969744945374,False,336,,1,155.15228853478206,0.7582019098780702,2014310.1990840076,0.23906937565386685,0.18536763221186048,978.2042681993094,0.7968248505173846,51403657.78863503,0.21642652965661777,1.3099402827541253,155.15228853478206,0.7582019098780702,2014310.1990840072,0.23906937565386685,0.18536763221186048,824.8508763111706,0.38267069466886583,31705618.050815713,0.10652869117310905,0.28942740577130227,1060.3007230408052,1.5454804323415052,19539614.921519708,0.47098268760943457,0.826638990590408,ts_icl,51,False,0,/fslarge/scratch/users/h61084/codes/tsfm/outputs_selena/foundation_models/electricity/336_48/ts_icl/none/raw/keep/run_0,1,15912,512,312,/fslarge/scratch/users/h61084/codes/tsfm/outputs_selena/foundation_models/electricity/336_48/ts_icl/none/raw/keep/run_0/summary.json,electricity/336_48/ts_icl/none/raw/keep/run_0,ts_icl,f48bbe70-e54a-4c9a-ba83-5861ffbd9242,e5e1c7a80c8ba5ab90d16006303491a3f858f3fbc510ca78c6e0a151755a5531
none,/fssmall/home/h61084/codes/datasets/electricity/config.json,none,,date,/fssmall/home/h61084/codes/datasets/electricity/electricity.csv,1787699097000000000,95581762,electricity,168,64,cuda,11.51586068700999,7.24939517211169,0.00045559295953441996,0.023235240936255418,False,504,,1,207.31125418693338,0.8588259040891689,6193217.586842624,0.2656626000967862,0.24782999046821788,1737.7507048753148,0.9548738334572445,208557534.251827,0.2502662178650747,2.3013794800964935,207.31125418693338,0.858825904089169,6193217.586842624,0.26566260009678616,0.2478299904682179,1372.8599017298466,0.41503589676981156,102089066.8163184,0.11839878204934881,0.48457988180210654,1505.5503025522419,1.7547682769112654,60241902.5009076,0.5289467087223232,1.1599205018258134,chronos2,51,False,0,/fssmall/home/h61084/codes/tsfm/outputs_selena/foundation_models/electricity/504_168/chronos2/none/raw/keep/run_0,1,15912,512,312,/fslarge/scratch/users/h61084/codes/tsfm/outputs_selena/foundation_models/electricity/504_168/chronos2/none/raw/keep/run_0/summary.json,electricity/504_168/chronos2/none/raw/keep/run_0,chronos2,65e0fee8-2b41-4ab7-aaf8-e76156a57d6d,7359b6da3af019487ef3776bfae04cf4da5307e4a73b8678e63b44aaeef2b44b
none,/fssmall/home/h61084/codes/datasets/electricity/config.json,none,,date,/fssmall/home/h61084/codes/datasets/electricity/electricity.csv,1787699097000000000,95581762,electricity,168,128,cuda,6.420912401750684,82.04786622524261,0.005156351572727666,0.2629739302091109,False,504,,1,199.84757693618434,0.845043515745792,5313181.315202358,0.2624313897206722,0.2376318578784874,1607.6275201226872,0.9147493797921578,179613418.3438952,0.24350930969375142,2.256447850639399,199.84757693618434,0.8450435157457921,5313181.315202358,0.2624313897206722,0.2376318578784874,1291.0300148644565,0.3864485244063315,87124055.4893767,0.11734911300731085,0.47616339594435464,1439.5535409544027,1.7147673669444652,51669552.56867802,0.524456319178902,1.1309594176998552,chronos_bolt,51,False,0,/fssmall/home/h61084/codes/tsfm/outputs_selena/foundation_models/electricity/504_168/chronos_bolt/none/raw/keep/run_0,1,15912,512,312,/fslarge/scratch/users/h61084/codes/tsfm/outputs_selena/foundation_models/electricity/504_168/chronos_bolt/none/raw/keep/run_0/summary.json,electricity/504_168/chronos_bolt/none/raw/keep/run_0,chronos_bolt,fd5d8515-05c6-447f-a948-77b60bf2273c,aa4a551252f3801756bed813443db393c97df1cd0cb3de7b2d9e432eecafd22d
none,/fssmall/home/h61084/codes/datasets/electricity/config.json,none,,date,/fssmall/home/h61084/codes/datasets/electricity/electricity.csv,1787699097000000000,95581762,electricity,168,32,cuda,30.04987110104412,1772.6898391386494,0.11140584710524443,5.681698202367466,False,504,,1,203.4916971794793,0.8782541563300796,5874135.017606035,0.2704110565372141,0.26680749352620586,1672.8341536717824,1.024618942164336,201423010.0146345,0.2575663448202389,2.2261103630112364,203.4916971794793,0.8782541563300796,5874135.017606035,0.27041105653721415,0.2668074935262059,1284.1647172160533,0.4461432600357938,95945779.86419971,0.12008739379291077,0.4806933462783774,1457.7501770906588,1.8366079264492772,57108962.831398435,0.5446134668040317,1.2394096714441944,chronos_t5,51,False,0,/fslarge/scratch/users/h61084/codes/tsfm/outputs_selena/foundation_models/electricity/504_168/chronos_t5/none/raw/keep/run_0,1,15912,512,312,/fslarge/scratch/users/h61084/codes/tsfm/outputs_selena/foundation_models/electricity/504_168/chronos_t5/none/raw/keep/run_0/summary.json,electricity/504_168/chronos_t5/none/raw/keep/run_0,chronos_t5,12280302-1f51-4196-acd1-5f0ca2a1bf08,3e165fb8149150a4d628008060a0558866e58a89598c856ed2ecfda49b8441ae
none,/fssmall/home/h61084/codes/datasets/electricity/config.json,none,,date,/fssmall/home/h61084/codes/datasets/electricity/electricity.csv,1787699097000000000,95581762,electricity,168,32,cuda,0.9885112470947206,42.295246007386595,0.0026580722729629583,0.13556168592111087,False,504,,1,202.01515792699027,0.8890523372883845,4935268.354456125,0.2740500682371197,0.26451305195966135,1516.8309781531254,0.9822504649291894,167261836.73512885,0.2532999943014874,2.340037777651146,202.01515792699027,0.8890523372883845,4935268.354456125,0.27405006823711975,0.26451305195966135,1227.2069150073296,0.44461998402223535,79009273.5268626,0.11928608350635282,0.4921993844298387,1435.6210350686429,1.8204095616261018,47955925.16686996,0.5382992915122076,1.1879317409610153,ts_icl,51,False,0,/fslarge/scratch/users/h61084/codes/tsfm/outputs_selena/foundation_models/electricity/504_168/ts_icl/none/raw/keep/run_0,1,15912,512,312,/fslarge/scratch/users/h61084/codes/tsfm/outputs_selena/foundation_models/electricity/504_168/ts_icl/none/raw/keep/run_0/summary.json,electricity/504_168/ts_icl/none/raw/keep/run_0,ts_icl,e39d7de5-73e8-4200-b786-7e6db17dd3ca,84aa5267cd14820ac59febae23f5458567485702c245233654c9044c1ba87c43
none,/fssmall/home/h61084/codes/datasets/solar/config.json,none,sum,date,/fssmall/home/h61084/codes/datasets/solar/solar.csv,1787699101000000000,36258503,solar,48,64,cuda,9.652341002598405,1.0225256253033876,0.000439040629155598,0.007463690695645165,False,336,,1,11.147908665147039,0.9411595132395453,621.868939709387,0.21259004222656996,0.2103948040478277,7.303775391676669,0.5101650869490275,1012.3280480974323,0.11360924972866938,0.21928317368055983,11.147908665147039,0.9411595132395453,621.868939709387,0.21259004222656996,0.21039480404782768,4.322054247417041,0.11769004324635558,579.0236705730689,0.025644751877922735,0.05141919450703536,21.599937783569853,1.1551235105936268,2042.204170723923,0.260440932712009,0.3032324802709602,chronos2,17,False,0,/fslarge/scratch/users/h61084/codes/tsfm/outputs_selena/foundation_models/solar/336_48/chronos2/none/raw/keep/run_0,1,2329,512,137,/fslarge/scratch/users/h61084/codes/tsfm/outputs_selena/foundation_models/solar/336_48/chronos2/none/raw/keep/run_0/summary.json,solar/336_48/chronos2/none/raw/keep/run_0,chronos2,197fe5fb-6f9b-4ec9-bd41-53d599ac2a46,8e067a4142dd6921a8c351b2670ee744908152e9020b3a3c7aecc6d593dfac0e
none,/fssmall/home/h61084/codes/datasets/solar/config.json,none,sum,date,/fssmall/home/h61084/codes/datasets/solar/solar.csv,1787699101000000000,36258503,solar,48,128,cuda,6.3904857859015465,0.7045162757858634,0.00030249732751647205,0.005142454567780025,False,336,,1,10.429401485333376,0.8791544514505482,547.3337486142403,0.19891897152938162,0.1850737929885016,6.792015498419232,0.4687180032186028,874.99107188063,0.10581106246499197,0.19183493542572752,10.429401485333374,0.8791544514505482,547.3337486142403,0.19891897152938162,0.18507379298850166,4.036440436625795,0.10836435793229306,504.71833470151324,0.02385420358838372,0.042751703853667944,20.13549453671239,1.0678045484824341,1775.0524888880116,0.2415745984293333,0.262359764064983,chronos_bolt,17,False,0,/fslarge/scratch/users/h61084/codes/tsfm/outputs_selena/foundation_models/solar/336_48/chronos_bolt/none/raw/keep/run_0,1,2329,512,137,/fslarge/scratch/users/h61084/codes/tsfm/outputs_selena/foundation_models/solar/336_48/chronos_bolt/none/raw/keep/run_0/summary.json,solar/336_48/chronos_bolt/none/raw/keep/run_0,chronos_bolt,fb3f1883-58fd-4725-91c6-9945fc120b15,31747ef055e6a7c62af6d2d6b4309eef6b5eeca8ab7c8341b858e5a272cc6d7b
